val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,train_auroc,test_accuracy,test_auroc,test_precision,test_recall
0.4080103635787964,0.75,0.5,0.0,0.0,0,35,,,,,,
,,,,,0,35,0.4113810956478119,0.4931589961051941,,,,
0.3864991068840027,0.75,0.5,0.0,0.0,1,71,,,,,,
,,,,,1,71,0.3705626428127289,0.5,,,,
0.42591753602027893,0.75,0.5,0.0,0.0,2,107,,,,,,
,,,,,2,107,0.37703266739845276,0.5,,,,
0.4216884672641754,0.75,0.5,0.0,0.0,3,143,,,,,,
,,,,,3,143,0.3566417694091797,0.5,,,,
0.45161721110343933,0.71875,0.4791666567325592,0.0,0.0,4,179,,,,,,
,,,,,4,179,0.3493770658969879,0.5167337656021118,,,,
0.472181499004364,0.5,0.5833333730697632,0.30000001192092896,0.75,5,215,,,,,,
,,,,,5,215,0.3725428879261017,0.5887659192085266,,,,
0.5085669755935669,0.5,0.4583333134651184,0.2142857164144516,0.375,6,251,,,,,,
,,,,,6,251,0.33497753739356995,0.5741784572601318,,,,
0.49195849895477295,0.65625,0.4375,0.0,0.0,7,287,,,,,,
,,,,,7,287,0.3171084225177765,0.5979543924331665,,,,
0.7402925491333008,0.34375,0.3958333432674408,0.190476194024086,0.5,8,323,,,,,,
,,,,,8,323,0.29488277435302734,0.6814218759536743,,,,
0.5961546301841736,0.65625,0.4375,0.0,0.0,9,359,,,,,,
,,,,,9,359,0.2994195520877838,0.6551978588104248,,,,
1.0143334865570068,0.75,0.5,0.0,0.0,10,395,,,,,,
,,,,,10,395,0.2273440659046173,0.7908115386962891,,,,
0.5168352127075195,0.65625,0.6041666865348816,0.3636363744735718,0.5,11,431,,,,,,
,,,,,11,431,0.22992056608200073,0.7837692499160767,,,,
0.9631849527359009,0.75,0.5,0.0,0.0,12,467,,,,,,
,,,,,12,467,0.20022673904895782,0.812441349029541,,,,
0.7359444499015808,0.75,0.5,0.0,0.0,13,503,,,,,,
,,,,,13,503,0.21626828610897064,0.8147887587547302,,,,
0.6718538999557495,0.5625,0.4166666865348816,0.125,0.125,14,539,,,,,,
,,,,,14,539,0.24407508969306946,0.743259608745575,,,,
0.8476780652999878,0.65625,0.4375,0.0,0.0,15,575,,,,,,
,,,,,15,575,0.14364346861839294,0.874178409576416,,,,
0.8972225785255432,0.6875,0.4583333432674408,0.0,0.0,16,611,,,,,,
,,,,,16,611,0.15350261330604553,0.8860161304473877,,,,
0.5411891937255859,0.75,0.5,0.0,0.0,17,647,,,,,,
,,,,,17,647,0.20734433829784393,0.843460738658905,,,,
0.48981159925460815,0.6875,0.5416666269302368,0.3333333432674408,0.25,18,683,,,,,,
,,,,,18,683,0.1280602216720581,0.8930583596229553,,,,
0.8639888167381287,0.71875,0.5208333134651184,0.3333333432674408,0.125,19,719,,,,,,
,,,,,19,719,0.12991489470005035,0.8621394634246826,,,,
0.7477043867111206,0.71875,0.5208333134651184,0.3333333432674408,0.125,20,755,,,,,,
,,,,,20,755,0.12344195693731308,0.8908115029335022,,,,
0.6767534017562866,0.625,0.5,0.25,0.25,21,791,,,,,,
,,,,,21,791,0.09756901115179062,0.9264252185821533,,,,
0.7433130145072937,0.75,0.5416666865348816,0.5,0.125,22,827,,,,,,
,,,,,22,827,0.12943881750106812,0.8742790222167969,,,,
0.9740067720413208,0.75,0.5,0.0,0.0,23,863,,,,,,
,,,,,23,863,0.1471327543258667,0.8740777969360352,,,,
0.9173736572265625,0.6875,0.4583333432674408,0.0,0.0,24,899,,,,,,
,,,,,24,899,0.1324920952320099,0.9169349074363708,,,,
0.5769273042678833,0.71875,0.6041666269302368,0.4285714328289032,0.375,25,935,,,,,,
,,,,,25,935,0.06494393944740295,0.9406102895736694,,,,
0.8982294797897339,0.59375,0.3958333432674408,0.0,0.0,26,971,,,,,,
,,,,,26,971,0.08893276005983353,0.9548959732055664,,,,
,,,,,27,972,,,0.49367088079452515,0.44618645310401917,0.20588235557079315,0.3499999940395355
,,,,,27,972,,,0.746835470199585,0.5,0.0,0.0
,,,,,27,972,,,0.594936728477478,0.49745768308639526,0.25,0.30000001192092896
