val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
9.975519180297852,0.46875,0.5208333730697632,0.2631579041481018,0.625,0,17,,,,,
,,,,,0,17,0.49826478958129883,,,,
0.344166100025177,0.75,0.5,0.0,0.0,1,35,,,,,
,,,,,1,35,0.3873737156391144,,,,
0.35840922594070435,0.75,0.5,0.0,0.0,2,53,,,,,
,,,,,2,53,0.39022567868232727,,,,
0.34248167276382446,0.75,0.5,0.0,0.0,3,71,,,,,
,,,,,3,71,0.37156161665916443,,,,
0.32649362087249756,0.75,0.5,0.0,0.0,4,89,,,,,
,,,,,4,89,0.380930632352829,,,,
0.4879317283630371,0.71875,0.4791666567325592,0.0,0.0,5,107,,,,,
,,,,,5,107,0.3884168267250061,,,,
0.33265990018844604,0.75,0.5,0.0,0.0,6,125,,,,,
,,,,,6,125,0.3751778304576874,,,,
0.3726087808609009,0.75,0.5,0.0,0.0,7,143,,,,,
,,,,,7,143,0.3883359730243683,,,,
0.3457196354866028,0.75,0.5,0.0,0.0,8,161,,,,,
,,,,,8,161,0.3784864842891693,,,,
0.32616597414016724,0.75,0.5,0.0,0.0,9,179,,,,,
,,,,,9,179,0.40396982431411743,,,,
0.3420056402683258,0.75,0.5,0.0,0.0,10,197,,,,,
,,,,,10,197,0.3790706992149353,,,,
0.35433489084243774,0.75,0.5,0.0,0.0,11,215,,,,,
,,,,,11,215,0.3763895034790039,,,,
0.3829134702682495,0.71875,0.5208333134651184,0.3333333432674408,0.125,12,233,,,,,
,,,,,12,233,0.3624769151210785,,,,
0.34534376859664917,0.75,0.5,0.0,0.0,13,251,,,,,
,,,,,13,251,0.35651877522468567,,,,
0.3478160500526428,0.75,0.5,0.0,0.0,14,269,,,,,
,,,,,14,269,0.3770837187767029,,,,
0.3561815023422241,0.75,0.5,0.0,0.0,15,287,,,,,
,,,,,15,287,0.3575129806995392,,,,
0.29881367087364197,0.84375,0.6875,1.0,0.375,16,305,,,,,
,,,,,16,305,0.3775781989097595,,,,
0.35901057720184326,0.75,0.5,0.0,0.0,17,323,,,,,
,,,,,17,323,0.3891978859901428,,,,
0.3353566527366638,0.75,0.5,0.0,0.0,18,341,,,,,
,,,,,18,341,0.378121018409729,,,,
0.33908629417419434,0.75,0.5,0.0,0.0,19,359,,,,,
,,,,,19,359,0.34632349014282227,,,,
0.3025815784931183,0.75,0.5,0.0,0.0,20,377,,,,,
,,,,,20,377,0.33511221408843994,,,,
2.011021375656128,0.75,0.5,0.0,0.0,21,395,,,,,
,,,,,21,395,0.37475356459617615,,,,
0.37863045930862427,0.71875,0.4791666567325592,0.0,0.0,22,413,,,,,
,,,,,22,413,0.3612634837627411,,,,
0.44587793946266174,0.75,0.5416666865348816,0.5,0.125,23,431,,,,,
,,,,,23,431,0.3443591594696045,,,,
0.32174962759017944,0.75,0.5416666865348816,0.5,0.125,24,449,,,,,
,,,,,24,449,0.3621022701263428,,,,
0.42418932914733887,0.75,0.5,0.0,0.0,25,467,,,,,
,,,,,25,467,0.3329455852508545,,,,
0.380043089389801,0.75,0.5,0.0,0.0,26,485,,,,,
,,,,,26,485,0.36445894837379456,,,,
0.4128258228302002,0.75,0.5,0.0,0.0,27,503,,,,,
,,,,,27,503,0.33302193880081177,,,,
0.4009249210357666,0.75,0.5,0.0,0.0,28,521,,,,,
,,,,,28,521,0.3614042103290558,,,,
0.44394612312316895,0.75,0.5,0.0,0.0,29,539,,,,,
,,,,,29,539,0.342905730009079,,,,
0.40179917216300964,0.75,0.5,0.0,0.0,30,557,,,,,
,,,,,30,557,0.35891738533973694,,,,
0.43300461769104004,0.71875,0.5208333134651184,0.3333333432674408,0.125,31,575,,,,,
,,,,,31,575,0.3437561094760895,,,,
0.6653902530670166,0.78125,0.6875,0.5714285969734192,0.5,32,593,,,,,
,,,,,32,593,0.2960481643676758,,,,
0.420559823513031,0.75,0.625,0.5,0.375,33,611,,,,,
,,,,,33,611,0.29453611373901367,,,,
0.37912142276763916,0.71875,0.4791666567325592,0.0,0.0,34,629,,,,,
,,,,,34,629,0.3028492331504822,,,,
0.4768846035003662,0.75,0.5416666865348816,0.5,0.125,35,647,,,,,
,,,,,35,647,0.2803477346897125,,,,
0.45793989300727844,0.78125,0.6875,0.5714285969734192,0.5,36,665,,,,,
,,,,,36,665,0.25222259759902954,,,,
0.5628964304924011,0.65625,0.5208333730697632,0.2857142984867096,0.25,37,683,,,,,
,,,,,37,683,0.2066982537508011,,,,
0.7031903862953186,0.625,0.4583333432674408,0.1666666716337204,0.125,38,701,,,,,
,,,,,38,701,0.21234150230884552,,,,
0.40996623039245605,0.71875,0.4791666567325592,0.0,0.0,39,719,,,,,
,,,,,39,719,0.28730013966560364,,,,
0.5805278420448303,0.5625,0.458333283662796,0.20000000298023224,0.25,40,737,,,,,
,,,,,40,737,0.2675713896751404,,,,
0.6409005522727966,0.65625,0.4375,0.0,0.0,41,755,,,,,
,,,,,41,755,0.20648297667503357,,,,
0.7302116751670837,0.53125,0.4791666865348816,0.23076923191547394,0.375,42,773,,,,,
,,,,,42,773,0.1724880188703537,,,,
0.7045851945877075,0.59375,0.5208333134651184,0.27272728085517883,0.375,43,791,,,,,
,,,,,43,791,0.17203526198863983,,,,
0.7373356223106384,0.71875,0.5625,0.4000000059604645,0.25,44,809,,,,,
,,,,,44,809,0.11325782537460327,,,,
1.0999294519424438,0.75,0.5,0.0,0.0,45,827,,,,,
,,,,,45,827,0.1329910010099411,,,,
2.0012197494506836,0.53125,0.4375,0.1818181872367859,0.25,46,845,,,,,
,,,,,46,845,0.13580498099327087,,,,
1.1130975484848022,0.6875,0.5,0.25,0.125,47,863,,,,,
,,,,,47,863,0.10826843231916428,,,,
0.8543419241905212,0.59375,0.4375,0.1428571492433548,0.125,48,881,,,,,
,,,,,48,881,0.09943483769893646,,,,
0.6874797940254211,0.6875,0.5,0.25,0.125,49,899,,,,,
,,,,,49,899,0.18893563747406006,,,,
0.8243354558944702,0.59375,0.5208333134651184,0.27272728085517883,0.375,50,917,,,,,
,,,,,50,917,0.14073725044727325,,,,
0.9761496186256409,0.65625,0.5625,0.3333333432674408,0.375,51,935,,,,,
,,,,,51,935,0.05972140282392502,,,,
0.9201529026031494,0.6875,0.5833333730697632,0.375,0.375,52,953,,,,,
,,,,,52,953,0.039518143981695175,,,,
1.0976381301879883,0.53125,0.5208333134651184,0.2666666805744171,0.5,53,971,,,,,
,,,,,53,971,0.030313877388834953,,,,
1.0696202516555786,0.59375,0.5208333134651184,0.27272728085517883,0.375,54,989,,,,,
,,,,,54,989,0.0640578418970108,,,,
1.5264184474945068,0.625,0.5833333134651184,0.3333333432674408,0.5,55,1007,,,,,
,,,,,55,1007,0.0947059914469719,,,,
1.4703224897384644,0.53125,0.5208333134651184,0.2666666805744171,0.5,56,1025,,,,,
,,,,,56,1025,0.10201513767242432,,,,
1.2567998170852661,0.59375,0.3958333432674408,0.0,0.0,57,1043,,,,,
,,,,,57,1043,0.12404806166887283,,,,
0.977016031742096,0.59375,0.479166716337204,0.2222222238779068,0.25,58,1061,,,,,
,,,,,58,1061,0.05021653696894646,,,,
