val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.6228856444358826,0.4421052634716034,0.5,0.4421052634716034,1.0,0,26,,,,,
,,,,,0,26,0.629918098449707,,,,
0.6232740879058838,0.4421052634716034,0.5,0.4421052634716034,1.0,1,53,,,,,
,,,,,1,53,0.6269996762275696,,,,
0.6242996454238892,0.4421052634716034,0.5,0.4421052634716034,1.0,2,80,,,,,
,,,,,2,80,0.6238168478012085,,,,
0.612899661064148,0.5052631497383118,0.5442497730255127,0.4683544337749481,0.8809523582458496,3,107,,,,,
,,,,,3,107,0.6162921786308289,,,,
0.6762913465499878,0.5263158082962036,0.5557053089141846,0.47887325286865234,0.8095238208770752,4,134,,,,,
,,,,,4,134,0.6208342909812927,,,,
,,,,,5,135,,0.4957627058029175,0.5278263092041016,0.45856353640556335,0.7980769276618958
,,,,,5,135,,0.4618644118309021,0.5056818127632141,0.4439024329185486,0.875
,,,,,5,135,,0.4957627058029175,0.5278263092041016,0.45856353640556335,0.7980769276618958
