val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,train_auroc,test_accuracy,test_auroc,test_precision,test_recall
0.45725587010383606,0.75,0.5,0.0,0.0,0,35,,,,,,
,,,,,0,35,0.5598556399345398,0.4982561767101288,,,,
0.4189821779727936,0.75,0.5,0.0,0.0,1,71,,,,,,
,,,,,1,71,0.3970136344432831,0.4929577112197876,,,,
0.3782024681568146,0.75,0.5,0.0,0.0,2,107,,,,,,
,,,,,2,107,0.3994332253932953,0.5,,,,
0.4324207007884979,0.75,0.5,0.0,0.0,3,143,,,,,,
,,,,,3,143,0.4039860665798187,0.48591548204421997,,,,
0.5385728478431702,0.6875,0.5833333730697632,0.375,0.375,4,179,,,,,,
,,,,,4,179,0.3788982331752777,0.4976525604724884,,,,
0.3419516384601593,0.78125,0.5625,1.0,0.125,5,215,,,,,,
,,,,,5,215,0.383736789226532,0.5072435140609741,,,,
0.3676048219203949,0.75,0.5,0.0,0.0,6,251,,,,,,
,,,,,6,251,0.3837595582008362,0.49775317311286926,,,,
0.5759850144386292,0.75,0.5,0.0,0.0,7,287,,,,,,
,,,,,7,287,0.3891557455062866,0.5,,,,
0.35424429178237915,0.75,0.5,0.0,0.0,8,323,,,,,,
,,,,,8,323,0.388004332780838,0.5,,,,
0.3709685206413269,0.75,0.5,0.0,0.0,9,359,,,,,,
,,,,,9,359,0.3827457129955292,0.5,,,,
0.3562871813774109,0.75,0.5,0.0,0.0,10,395,,,,,,
,,,,,10,395,0.3760628402233124,0.4976525604724884,,,,
0.4480692148208618,0.59375,0.3958333432674408,0.0,0.0,11,431,,,,,,
,,,,,11,431,0.3828181326389313,0.4906103312969208,,,,
2.5293426513671875,0.25,0.5,0.25,1.0,12,467,,,,,,
,,,,,12,467,0.3777851462364197,0.5,,,,
0.38179078698158264,0.75,0.5,0.0,0.0,13,503,,,,,,
,,,,,13,503,0.3723595440387726,0.49540576338768005,,,,
0.448391318321228,0.5625,0.6666666269302368,0.3499999940395355,0.875,14,539,,,,,,
,,,,,14,539,0.4010936915874481,0.4953051507472992,,,,
0.3798874616622925,0.75,0.5,0.0,0.0,15,575,,,,,,
,,,,,15,575,0.3800280690193176,0.5071428418159485,,,,
0.36947527527809143,0.75,0.5,0.0,0.0,16,611,,,,,,
,,,,,16,611,0.38508185744285583,0.5,,,,
0.36521267890930176,0.75,0.5,0.0,0.0,17,647,,,,,,
,,,,,17,647,0.3932974934577942,0.5,,,,
0.36685919761657715,0.75,0.5,0.0,0.0,18,683,,,,,,
,,,,,18,683,0.37197980284690857,0.5,,,,
0.3706835210323334,0.75,0.5,0.0,0.0,19,719,,,,,,
,,,,,19,719,0.3696354627609253,0.5,,,,
0.3619869351387024,0.75,0.5,0.0,0.0,20,755,,,,,,
,,,,,20,755,0.38310694694519043,0.5,,,,
0.3811075687408447,0.75,0.5,0.0,0.0,21,791,,,,,,
,,,,,21,791,0.37011265754699707,0.5,,,,
0.41261664032936096,0.75,0.5,0.0,0.0,22,827,,,,,,
,,,,,22,827,0.3719898760318756,0.5,,,,
0.3760203421115875,0.75,0.5,0.0,0.0,23,863,,,,,,
,,,,,23,863,0.3772180378437042,0.5,,,,
0.3638584315776825,0.75,0.5,0.0,0.0,24,899,,,,,,
,,,,,24,899,0.3688870668411255,0.5,,,,
0.4131564497947693,0.75,0.5,0.0,0.0,25,935,,,,,,
,,,,,25,935,0.3641103208065033,0.5,,,,
0.4654328227043152,0.75,0.5,0.0,0.0,26,971,,,,,,
,,,,,26,971,0.37657734751701355,0.5,,,,
0.36927133798599243,0.75,0.5,0.0,0.0,27,1007,,,,,,
,,,,,27,1007,0.3791939914226532,0.5,,,,
0.3695167899131775,0.75,0.5,0.0,0.0,28,1043,,,,,,
,,,,,28,1043,0.368441104888916,0.5,,,,
0.6085285544395447,0.75,0.5,0.0,0.0,29,1079,,,,,,
,,,,,29,1079,0.3610244393348694,0.49775317311286926,,,,
,,,,,30,1080,,,0.4810126721858978,0.6029660701751709,0.30909091234207153,0.8500000238418579
,,,,,30,1080,,,0.746835470199585,0.5,0.0,0.0
,,,,,30,1080,,,0.746835470199585,0.5,0.0,0.0
