val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step
0.4096696376800537,0.75,0.7395833134651184,0.0,0.0,0,35
0.3778657615184784,0.75,0.7395833134651184,0.0,0.0,1,71
0.4006271958351135,0.75,0.7395833134651184,0.0,0.0,2,107
0.42060285806655884,0.75,0.7395833134651184,0.0,0.0,3,143
0.39584559202194214,0.75,0.7395833134651184,0.0,0.0,4,179
0.3790877163410187,0.75,0.7395833134651184,0.0,0.0,5,215
0.3812653124332428,0.75,0.7395833134651184,0.0,0.0,6,251
0.3800424337387085,0.75,0.7395833134651184,0.0,0.0,7,287
0.3832072615623474,0.75,0.7395833134651184,0.0,0.0,8,323
0.40364810824394226,0.75,0.7395833134651184,0.0,0.0,9,359
0.378177285194397,0.75,0.7395833134651184,0.0,0.0,10,395
0.37752971053123474,0.75,0.7447916865348816,0.0,0.0,11,431
0.38989830017089844,0.75,0.7447916865348816,0.0,0.0,12,467
0.3876664638519287,0.75,0.7447916865348816,0.0,0.0,13,503
0.38482290506362915,0.75,0.7447916865348816,0.0,0.0,14,539
0.3823218047618866,0.75,0.75,0.0,0.0,15,575
0.38014012575149536,0.75,0.7447916865348816,0.0,0.0,16,611
0.37877005338668823,0.75,0.75,0.0,0.0,17,647
0.37946444749832153,0.75,0.7447916865348816,0.0,0.0,18,683
0.37798765301704407,0.75,0.75,0.0,0.0,19,719
0.38257938623428345,0.75,0.75,0.0,0.0,20,755
0.3914777636528015,0.75,0.75,0.0,0.0,21,791
0.37694984674453735,0.75,0.7447916865348816,0.0,0.0,22,827
0.37703028321266174,0.75,0.75,0.0,0.0,23,863
0.3774988055229187,0.75,0.75,0.0,0.0,24,899
0.3777499794960022,0.75,0.75,0.0,0.0,25,935
0.3959086239337921,0.75,0.75,0.0,0.0,26,971
0.3763312101364136,0.75,0.75,0.0,0.0,27,1007
0.377261757850647,0.75,0.75,0.0,0.0,28,1043
0.37642133235931396,0.75,0.75,0.0,0.0,29,1079
0.37724965810775757,0.75,0.75,0.0,0.0,30,1115
