val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.5083303451538086,0.25,0.4583333432674408,0.23333333432674408,0.875,0,2,,,,,
,,,,,0,2,0.5160089135169983,,,,
0.45446038246154785,0.75,0.5,0.0,0.0,1,5,,,,,
,,,,,1,5,0.48430782556533813,,,,
0.4624379575252533,0.6875,0.4583333432674408,0.0,0.0,2,8,,,,,
,,,,,2,8,0.46059900522232056,,,,
0.4598408341407776,0.75,0.5,0.0,0.0,3,11,,,,,
,,,,,3,11,0.4366663098335266,,,,
0.4476172924041748,0.75,0.5,0.0,0.0,4,14,,,,,
,,,,,4,14,0.41901084780693054,,,,
0.4299582242965698,0.75,0.5,0.0,0.0,5,17,,,,,
,,,,,5,17,0.4066116213798523,,,,
0.4169972538948059,0.75,0.5,0.0,0.0,6,20,,,,,
,,,,,6,20,0.3957495391368866,,,,
0.40923944115638733,0.75,0.5,0.0,0.0,7,23,,,,,
,,,,,7,23,0.3842785954475403,,,,
0.4027644395828247,0.75,0.5,0.0,0.0,8,26,,,,,
,,,,,8,26,0.37807291746139526,,,,
0.3942444324493408,0.75,0.5,0.0,0.0,9,29,,,,,
,,,,,9,29,0.37180256843566895,,,,
0.3907926380634308,0.75,0.5,0.0,0.0,10,32,,,,,
,,,,,10,32,0.3666963577270508,,,,
0.384426474571228,0.75,0.5,0.0,0.0,11,35,,,,,
,,,,,11,35,0.36479827761650085,,,,
0.37872928380966187,0.75,0.5,0.0,0.0,12,38,,,,,
,,,,,12,38,0.3608500361442566,,,,
0.3741186261177063,0.75,0.5,0.0,0.0,13,41,,,,,
,,,,,13,41,0.360233873128891,,,,
0.3712007403373718,0.75,0.5,0.0,0.0,14,44,,,,,
,,,,,14,44,0.35559725761413574,,,,
0.3711392283439636,0.75,0.5,0.0,0.0,15,47,,,,,
,,,,,15,47,0.35724687576293945,,,,
0.3686985969543457,0.75,0.5,0.0,0.0,16,50,,,,,
,,,,,16,50,0.35262349247932434,,,,
0.36722755432128906,0.75,0.5,0.0,0.0,17,53,,,,,
,,,,,17,53,0.3536548912525177,,,,
0.36603453755378723,0.75,0.5,0.0,0.0,18,56,,,,,
,,,,,18,56,0.3494540750980377,,,,
0.3675682246685028,0.75,0.5,0.0,0.0,19,59,,,,,
,,,,,19,59,0.35225293040275574,,,,
0.36743417382240295,0.75,0.5,0.0,0.0,20,62,,,,,
,,,,,20,62,0.3533196747303009,,,,
0.3689715266227722,0.75,0.5,0.0,0.0,21,65,,,,,
,,,,,21,65,0.3460596203804016,,,,
0.37034517526626587,0.75,0.5,0.0,0.0,22,68,,,,,
,,,,,22,68,0.34309080243110657,,,,
0.3728715777397156,0.75,0.5,0.0,0.0,23,71,,,,,
,,,,,23,71,0.3433454930782318,,,,
0.37184572219848633,0.75,0.5,0.0,0.0,24,74,,,,,
,,,,,24,74,0.33949512243270874,,,,
0.3728894293308258,0.75,0.5,0.0,0.0,25,77,,,,,
,,,,,25,77,0.3344951272010803,,,,
0.37247586250305176,0.75,0.5,0.0,0.0,26,80,,,,,
,,,,,26,80,0.33772170543670654,,,,
0.3747064471244812,0.75,0.5,0.0,0.0,27,83,,,,,
,,,,,27,83,0.33140745759010315,,,,
0.3734445571899414,0.75,0.5,0.0,0.0,28,86,,,,,
,,,,,28,86,0.32782474160194397,,,,
0.3709314167499542,0.75,0.5,0.0,0.0,29,89,,,,,
,,,,,29,89,0.32604485750198364,,,,
0.3687516450881958,0.75,0.5,0.0,0.0,30,92,,,,,
,,,,,30,92,0.3281911611557007,,,,
0.3684285879135132,0.75,0.5,0.0,0.0,31,95,,,,,
,,,,,31,95,0.3189809322357178,,,,
0.36466652154922485,0.75,0.5,0.0,0.0,32,98,,,,,
