val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.4999743700027466,0.28125,0.5208333730697632,0.25806450843811035,1.0,0,8,,,,,
,,,,,0,8,0.5131807923316956,,,,
0.46381887793540955,0.75,0.5833333730697632,0.5,0.25,1,17,,,,,
,,,,,1,17,0.44506776332855225,,,,
0.41469722986221313,0.75,0.5,0.0,0.0,2,26,,,,,
,,,,,2,26,0.4009157419204712,,,,
0.39879897236824036,0.75,0.5,0.0,0.0,3,35,,,,,
,,,,,3,35,0.3839986324310303,,,,
0.37860405445098877,0.75,0.5,0.0,0.0,4,44,,,,,
,,,,,4,44,0.36879757046699524,,,,
,,,,,5,45,,0.737500011920929,0.5416666269302368,0.4285714030265808,0.15000000596046448
,,,,,5,45,,0.75,0.5,0.0,0.0
,,,,,5,45,,0.75,0.5,0.0,0.0
