val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.3748616576194763,0.75,0.5,0.0,0.0,0,8,,,,,
,,,,,0,8,0.4232134222984314,,,,
0.3811756670475006,0.75,0.5,0.0,0.0,1,17,,,,,
,,,,,1,17,0.37744176387786865,,,,
0.37579792737960815,0.75,0.5,0.0,0.0,2,26,,,,,
,,,,,2,26,0.3718332350254059,,,,
0.4022189974784851,0.75,0.5,0.0,0.0,3,35,,,,,
,,,,,3,35,0.3782100975513458,,,,
0.46394217014312744,0.6875,0.4583333432674408,0.0,0.0,4,44,,,,,
,,,,,4,44,0.37604472041130066,,,,
0.3683652877807617,0.75,0.5,0.0,0.0,5,53,,,,,
,,,,,5,53,0.3698166310787201,,,,
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
