val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss
0.3985897898674011,0.75,0.5,0.0,0.0,0,2,
,,,,,0,2,0.5588893890380859
0.47150924801826477,0.375,0.5416666865348816,0.26923078298568726,0.875,1,5,
,,,,,1,5,0.52028489112854
0.48307889699935913,0.25,0.5,0.25,1.0,2,8,
,,,,,2,8,0.4879182279109955
0.47638773918151855,0.25,0.5,0.25,1.0,3,11,
,,,,,3,11,0.4638228714466095
0.46257054805755615,0.34375,0.5625,0.27586206793785095,1.0,4,14,
,,,,,4,14,0.4418603479862213
0.4464524984359741,0.65625,0.4791666567325592,0.20000000298023224,0.125,5,17,
,,,,,5,17,0.42288047075271606
0.4333694577217102,0.75,0.5,0.0,0.0,6,20,
,,,,,6,20,0.4064856171607971
0.4250686764717102,0.75,0.5,0.0,0.0,7,23,
,,,,,7,23,0.39301398396492004
0.4176996350288391,0.75,0.5,0.0,0.0,8,26,
,,,,,8,26,0.38355758786201477
0.4109921157360077,0.75,0.5,0.0,0.0,9,29,
,,,,,9,29,0.376106858253479
0.40456128120422363,0.75,0.5,0.0,0.0,10,32,
,,,,,10,32,0.3695998787879944
0.39876067638397217,0.75,0.5,0.0,0.0,11,35,
,,,,,11,35,0.3689153492450714
0.3911961019039154,0.75,0.5,0.0,0.0,12,38,
,,,,,12,38,0.3595176041126251
0.38520872592926025,0.75,0.5,0.0,0.0,13,41,
,,,,,13,41,0.35929998755455017
0.379111647605896,0.75,0.5,0.0,0.0,14,44,
,,,,,14,44,0.35452800989151
0.3769650459289551,0.75,0.5,0.0,0.0,15,47,
,,,,,15,47,0.3490423858165741
0.3737412095069885,0.75,0.5,0.0,0.0,16,50,
,,,,,16,50,0.34483081102371216
0.37349045276641846,0.75,0.5,0.0,0.0,17,53,
,,,,,17,53,0.34142276644706726
0.37397530674934387,0.75,0.5,0.0,0.0,18,56,
,,,,,18,56,0.3421723544597626
0.3740103244781494,0.75,0.5,0.0,0.0,19,59,
,,,,,19,59,0.341217041015625
0.3721134662628174,0.75,0.5,0.0,0.0,20,62,
,,,,,20,62,0.33601266145706177
0.3695150315761566,0.75,0.5,0.0,0.0,21,65,
,,,,,21,65,0.33190682530403137
0.3704966902732849,0.75,0.5,0.0,0.0,22,68,
,,,,,22,68,0.33521682024002075
0.3726428151130676,0.75,0.5,0.0,0.0,23,71,
,,,,,23,71,0.3253847658634186
0.3716326951980591,0.75,0.5,0.0,0.0,24,74,
,,,,,24,74,0.3256973922252655
0.36962220072746277,0.75,0.5,0.0,0.0,25,77,
,,,,,25,77,0.3209071755409241
0.36847367882728577,0.75,0.5,0.0,0.0,26,80,
,,,,,26,80,0.32049205899238586
0.3707495331764221,0.75,0.5,0.0,0.0,27,83,
,,,,,27,83,0.30921608209609985
0.36929482221603394,0.75,0.5,0.0,0.0,28,86,
,,,,,28,86,0.30621418356895447
0.3676990866661072,0.75,0.5,0.0,0.0,29,89,
,,,,,29,89,0.31465137004852295
0.3754408061504364,0.75,0.5,0.0,0.0,30,92,
,,,,,30,92,0.2961809039115906
0.3848903179168701,0.75,0.5,0.0,0.0,31,95,
,,,,,31,95,0.29143375158309937
0.3848079442977905,0.75,0.5,0.0,0.0,32,98,
,,,,,32,98,0.290450781583786
0.380249559879303,0.75,0.5,0.0,0.0,33,101,
,,,,,33,101,0.2930450737476349
0.3757553696632385,0.75,0.5,0.0,0.0,34,104,
,,,,,34,104,0.27499520778656006
0.37923938035964966,0.75,0.5,0.0,0.0,35,107,
,,,,,35,107,0.2848777770996094
0.3834840655326843,0.75,0.5,0.0,0.0,36,110,
,,,,,36,110,0.2771298587322235
0.38855504989624023,0.75,0.5,0.0,0.0,37,113,
,,,,,37,113,0.25974395871162415
0.3874671459197998,0.75,0.5,0.0,0.0,38,116,
,,,,,38,116,0.24419423937797546
0.38779085874557495,0.75,0.5,0.0,0.0,39,119,
,,,,,39,119,0.23712177574634552
0.4023909270763397,0.75,0.5,0.0,0.0,40,122,
,,,,,40,122,0.2412986010313034
0.40039199590682983,0.75,0.5,0.0,0.0,41,125,
,,,,,41,125,0.23321682214736938
0.3874559998512268,0.75,0.5,0.0,0.0,42,128,
,,,,,42,128,0.22188900411128998
0.3919741213321686,0.75,0.5,0.0,0.0,43,131,
,,,,,43,131,0.1979157030582428
0.39136385917663574,0.75,0.5,0.0,0.0,44,134,
,,,,,44,134,0.1918235570192337
0.3975253105163574,0.71875,0.4791666567325592,0.0,0.0,45,137,
,,,,,45,137,0.19067618250846863
0.4298401474952698,0.6875,0.5,0.25,0.125,46,140,
,,,,,46,140,0.17611640691757202
0.4067312777042389,0.71875,0.5208333134651184,0.3333333432674408,0.125,47,143,
,,,,,47,143,0.17223432660102844
