val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.4076949954032898,0.75,0.5,0.0,0.0,0,17,,,,,
,,,,,0,17,0.4007847011089325,,,,
0.38360610604286194,0.75,0.5,0.0,0.0,1,35,,,,,
,,,,,1,35,0.37534651160240173,,,,
0.3800801932811737,0.75,0.5,0.0,0.0,2,53,,,,,
,,,,,2,53,0.3699266016483307,,,,
0.3815572261810303,0.75,0.5,0.0,0.0,3,71,,,,,
,,,,,3,71,0.36544695496559143,,,,
0.38558948040008545,0.75,0.5,0.0,0.0,4,89,,,,,
,,,,,4,89,0.3635416328907013,,,,
0.384889155626297,0.75,0.5,0.0,0.0,5,107,,,,,
,,,,,5,107,0.36129623651504517,,,,
,,,,,6,108,,0.746835470199585,0.5,0.0,0.0
,,,,,6,108,,0.746835470199585,0.5,0.0,0.0
,,,,,6,108,,0.746835470199585,0.5,0.0,0.0
