val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.4610568881034851,0.75,0.5,0.0,0.0,0,8,,,,,
,,,,,0,8,0.45928892493247986,,,,
0.46394282579421997,0.25,0.5,0.25,1.0,1,17,,,,,
,,,,,1,17,0.45089346170425415,,,,
0.46627163887023926,0.25,0.5,0.25,1.0,2,26,,,,,
,,,,,2,26,0.4491980969905853,,,,
0.4663369059562683,0.25,0.5,0.25,1.0,3,35,,,,,
,,,,,3,35,0.44902685284614563,,,,
0.4648476839065552,0.25,0.5,0.25,1.0,4,44,,,,,
,,,,,4,44,0.4482135772705078,,,,
,,,,,5,45,,0.75,0.5,0.0,0.0
,,,,,5,45,,0.75,0.5,0.0,0.0
,,,,,5,45,,0.25,0.5,0.25,1.0
