val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
8.274555206298828,0.75,0.5,0.0,0.0,0,8,,,,,
,,,,,0,8,22.85770606994629,,,,
7.109350204467773,0.75,0.5,0.0,0.0,1,17,,,,,
,,,,,1,17,9.393144607543945,,,,
1.760162115097046,0.75,0.5,0.0,0.0,2,26,,,,,
,,,,,2,26,4.539304733276367,,,,
1.5171287059783936,0.75,0.5,0.0,0.0,3,35,,,,,
,,,,,3,35,2.6665258407592773,,,,
1.762794017791748,0.75,0.5,0.0,0.0,4,44,,,,,
,,,,,4,44,2.189650535583496,,,,
1.2548887729644775,0.75,0.5,0.0,0.0,5,53,,,,,
,,,,,5,53,2.16548490524292,,,,
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
