val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
1.436429738998413,0.65625,0.4375,0.0,0.0,0,17,,,,,
,,,,,0,17,0.4834652841091156,,,,
0.35635119676589966,0.75,0.5,0.0,0.0,1,35,,,,,
,,,,,1,35,0.3924904465675354,,,,
0.390080988407135,0.75,0.5,0.0,0.0,2,53,,,,,
,,,,,2,53,0.3853834867477417,,,,
0.7969965934753418,0.75,0.5,0.0,0.0,3,71,,,,,
,,,,,3,71,0.3757995665073395,,,,
0.3884439468383789,0.75,0.5,0.0,0.0,4,89,,,,,
,,,,,4,89,0.37277212738990784,,,,
0.9646204710006714,0.75,0.5,0.0,0.0,5,107,,,,,
,,,,,5,107,0.37262216210365295,,,,
0.3583792448043823,0.75,0.5,0.0,0.0,6,125,,,,,
,,,,,6,125,0.36875632405281067,,,,
,,,,,7,126,,0.746835470199585,0.5,0.0,0.0
,,,,,7,126,,0.746835470199585,0.5,0.0,0.0
,,,,,7,126,,0.746835470199585,0.5,0.0,0.0
