val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step
0.3881124258041382,0.75,0.640625,0.0,0.0,0,35
0.379277765750885,0.75,0.328125,0.0,0.0,1,71
0.4690798819065094,0.25,0.4427083134651184,0.25,1.0,2,107
0.3993454575538635,0.75,0.4375,0.0,0.0,3,143
0.3786613345146179,0.75,0.5729166865348816,0.0,0.0,4,179
0.37636515498161316,0.75,0.5,0.0,0.0,5,215
0.3796086013317108,0.75,0.21875,0.0,0.0,6,251
0.3870853781700134,0.75,0.4791666865348816,0.0,0.0,7,287
0.3758217692375183,0.75,0.3645833134651184,0.0,0.0,8,323
0.3887830972671509,0.75,0.5260416865348816,0.0,0.0,9,359
0.37847572565078735,0.75,0.3854166865348816,0.0,0.0,10,395
0.3761685788631439,0.75,0.7708333134651184,0.0,0.0,11,431
0.38038283586502075,0.75,0.3958333432674408,0.0,0.0,12,467
0.3769109547138214,0.75,0.4791666567325592,0.0,0.0,13,503
0.37671512365341187,0.75,0.5989582538604736,0.0,0.0,14,539
0.37895667552948,0.75,0.4583333134651184,0.0,0.0,15,575
0.3825414180755615,0.75,0.4166666865348816,0.0,0.0,16,611
0.3757632374763489,0.75,0.34375,0.0,0.0,17,647
0.37847900390625,0.75,0.421875,0.0,0.0,18,683
0.3757254481315613,0.75,0.5572916269302368,0.0,0.0,19,719
0.37536436319351196,0.75,0.2708333432674408,0.0,0.0,20,755
0.38897716999053955,0.75,0.7291666269302368,0.0,0.0,21,791
0.3783484697341919,0.75,0.6770833134651184,0.0,0.0,22,827
0.375072181224823,0.75,0.3697916865348816,0.0,0.0,23,863
0.3750584125518799,0.75,0.7760416269302368,0.0,0.0,24,899
0.37548115849494934,0.75,0.875,0.0,0.0,25,935
0.3821948766708374,0.75,0.7708333134651184,0.0,0.0,26,971
0.3749663531780243,0.75,0.6770833134651184,0.0,0.0,27,1007
0.37516725063323975,0.75,0.7291666269302368,0.0,0.0,28,1043
0.3763505816459656,0.75,0.8020833134651184,0.0,0.0,29,1079
0.3756345808506012,0.75,0.7916666269302368,0.0,0.0,30,1115
0.3768690824508667,0.75,0.328125,0.0,0.0,31,1151
0.3782954812049866,0.75,0.6979166269302368,0.0,0.0,32,1187
0.3812701404094696,0.75,0.625,0.0,0.0,33,1223
0.3840233087539673,0.75,0.703125,0.0,0.0,34,1259
0.37590041756629944,0.75,0.4895833432674408,0.0,0.0,35,1295
0.3768726587295532,0.75,0.5364583134651184,0.0,0.0,36,1331
0.37676697969436646,0.75,0.515625,0.0,0.0,37,1367
0.3760574758052826,0.75,0.640625,0.0,0.0,38,1403
0.375751256942749,0.75,0.2447916716337204,0.0,0.0,39,1439
0.3748526871204376,0.75,0.2604166865348816,0.0,0.0,40,1475
