val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.38246482610702515,0.75,0.5,0.0,0.0,0,17,,,,,
,,,,,0,17,0.42092907428741455,,,,
0.4016937017440796,0.75,0.5,0.0,0.0,1,35,,,,,
,,,,,1,35,0.38035669922828674,,,,
0.3743555247783661,0.75,0.5,0.0,0.0,2,53,,,,,
,,,,,2,53,0.38288381695747375,,,,
0.3807852864265442,0.75,0.5,0.0,0.0,3,71,,,,,
,,,,,3,71,0.3838997185230255,,,,
0.4119354486465454,0.6875,0.5,0.25,0.125,4,89,,,,,
,,,,,4,89,0.3743225932121277,,,,
0.37258458137512207,0.75,0.5,0.0,0.0,5,107,,,,,
,,,,,5,107,0.3767053782939911,,,,
,,,,,6,108,,0.746835470199585,0.5,0.0,0.0
,,,,,6,108,,0.746835470199585,0.5,0.0,0.0
,,,,,6,108,,0.746835470199585,0.5,0.0,0.0
