val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.6239369511604309,0.4421052634716034,0.5,0.4421052634716034,1.0,0,26,,,,,
,,,,,0,26,0.6422625184059143,,,,
0.6248544454574585,0.4421052634716034,0.5,0.4421052634716034,1.0,1,53,,,,,
,,,,,1,53,0.6401862502098083,,,,
0.6244770884513855,0.4421052634716034,0.5,0.4421052634716034,1.0,2,80,,,,,
,,,,,2,80,0.6388389468193054,,,,
0.6300949454307556,0.43157893419265747,0.47574126720428467,0.4285714328289032,0.8571428656578064,3,107,,,,,
,,,,,3,107,0.6330051422119141,,,,
0.6666225790977478,0.46315789222717285,0.4892183542251587,0.43478262424468994,0.7142857313156128,4,134,,,,,
,,,,,4,134,0.6316325068473816,,,,
,,,,,5,135,,0.4449152648448944,0.5,0.4449152648448944,1.0
,,,,,5,135,,0.4449152648448944,0.5,0.4449152648448944,1.0
,,,,,5,135,,0.5466101765632629,0.5774264335632324,0.49450552463531494,0.8571428656578064
