val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.6204725503921509,0.557894766330719,0.5,0.0,0.0,0,26,,,,,
,,,,,0,26,0.6447566747665405,,,,
0.6193752288818359,0.557894766330719,0.5,0.0,0.0,1,53,,,,,
,,,,,1,53,0.6358038783073425,,,,
0.6187081336975098,0.557894766330719,0.5,0.0,0.0,2,80,,,,,
,,,,,2,80,0.6314087510108948,,,,
0.6932665109634399,0.5157894492149353,0.4795597195625305,0.3888889253139496,0.1666666716337204,3,107,,,,,
,,,,,3,107,0.623397707939148,,,,
0.7812309861183167,0.46315789222717285,0.4348607659339905,0.3199999928474426,0.190476194024086,4,134,,,,,
,,,,,4,134,0.6217480301856995,,,,
,,,,,5,135,,0.5593220591545105,0.5,0.0,0.0
,,,,,5,135,,0.5593220591545105,0.5,0.0,0.0
,,,,,5,135,,0.555084764957428,0.5237470865249634,0.4909090995788574,0.25961539149284363
