val_loss,val_accuracy,val_auroc,val_precision,val_recall,val_balanced_accuracy,epoch,step
0.6425557732582092,0.40625,0.6875,0.40625,0.40625,0.5208333333333334,0,35
0.6996539235115051,0.75,0.4114583134651184,0.75,0.75,0.5,1,71
0.7543022632598877,0.75,0.6302083134651184,0.75,0.75,0.5,2,107
0.6841535568237305,0.75,0.4375,0.75,0.75,0.5,3,143
0.6784208416938782,0.75,0.4114583432674408,0.75,0.75,0.5,4,179
0.680880069732666,0.75,0.40625,0.75,0.75,0.5,5,215
0.6984472274780273,0.25,0.4361979365348816,0.25,0.25,0.5,6,251
0.679127037525177,0.75,0.4947916567325592,0.75,0.75,0.5,7,287
0.6818374395370483,0.75,0.484375,0.75,0.75,0.5,8,323
0.6952873468399048,0.25,0.5494791269302368,0.25,0.25,0.5,9,359
0.6936292052268982,0.21875,0.578125,0.21875,0.21875,0.4375,10,395
0.6778367757797241,0.75,0.375,0.75,0.75,0.5,11,431
0.6851211786270142,0.75,0.3268229067325592,0.75,0.75,0.5,12,467
0.6876369714736938,0.75,0.48046875,0.75,0.75,0.5,13,503
0.6828470826148987,0.75,0.4088541865348816,0.75,0.75,0.5,14,539
0.6816843748092651,0.75,0.4778645932674408,0.75,0.75,0.5,15,575
0.6854152083396912,0.75,0.4049479067325592,0.75,0.75,0.5,16,611
0.6819024085998535,0.75,0.359375,0.75,0.75,0.5,17,647
0.678691565990448,0.75,0.4114583432674408,0.75,0.75,0.5,18,683
0.683582067489624,0.75,0.4427083134651184,0.75,0.75,0.5,19,719
0.6850989460945129,0.75,0.45703125,0.75,0.75,0.5,20,755
0.686814546585083,0.75,0.40625,0.75,0.75,0.5,21,791
0.6914845108985901,0.75,0.4244791865348816,0.75,0.75,0.5,22,827
0.697732150554657,0.75,0.5364583730697632,0.75,0.75,0.5,23,863
0.7075246572494507,0.75,0.375,0.75,0.75,0.5,24,899
0.6815682649612427,0.75,0.6901041865348816,0.75,0.75,0.5,25,935
0.682353138923645,0.75,0.6171875,0.75,0.75,0.5,26,971
0.6801932454109192,0.75,0.4986979365348816,0.75,0.75,0.5,27,1007
0.6826486587524414,0.75,0.5572916865348816,0.75,0.75,0.5,28,1043
0.6835533380508423,0.75,0.5611978769302368,0.75,0.75,0.5,29,1079
0.6813593506813049,0.75,0.5182291865348816,0.75,0.75,0.5,30,1115
0.685370683670044,0.75,0.4388020634651184,0.75,0.75,0.5,31,1151
0.6833114624023438,0.75,0.5546875,0.75,0.75,0.5,32,1187
0.6798174381256104,0.75,0.48828125,0.75,0.75,0.5,33,1223
