val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss
0.4921620786190033,0.25,0.5,0.25,1.0,0,2,
,,,,,0,2,0.6337367296218872
0.4794501066207886,0.40625,0.5625,0.2800000011920929,0.875,1,5,
,,,,,1,5,0.5874563455581665
0.5100241303443909,0.25,0.5,0.25,1.0,2,8,
,,,,,2,8,0.5505184531211853
0.5139991641044617,0.25,0.5,0.25,1.0,3,11,
,,,,,3,11,0.516909658908844
0.5035362243652344,0.25,0.5,0.25,1.0,4,14,
,,,,,4,14,0.4867086410522461
0.48772621154785156,0.25,0.5,0.25,1.0,5,17,
,,,,,5,17,0.46207165718078613
0.46855324506759644,0.40625,0.5625,0.2800000011920929,0.875,6,20,
,,,,,6,20,0.438496470451355
0.4533899426460266,0.59375,0.5208333134651184,0.27272728085517883,0.375,7,23,
,,,,,7,23,0.4219761788845062
0.43495655059814453,0.75,0.5,0.0,0.0,8,26,
,,,,,8,26,0.4047209620475769
0.41837286949157715,0.75,0.5,0.0,0.0,9,29,
,,,,,9,29,0.3961220383644104
0.40681028366088867,0.75,0.5,0.0,0.0,10,32,
,,,,,10,32,0.3889056444168091
0.3980563282966614,0.75,0.5,0.0,0.0,11,35,
,,,,,11,35,0.37968865036964417
0.3930785059928894,0.75,0.5,0.0,0.0,12,38,
,,,,,12,38,0.37537243962287903
0.3881721496582031,0.75,0.5,0.0,0.0,13,41,
,,,,,13,41,0.3715094029903412
0.38493072986602783,0.75,0.5,0.0,0.0,14,44,
,,,,,14,44,0.3666626214981079
0.3822188377380371,0.75,0.5,0.0,0.0,15,47,
,,,,,15,47,0.36562642455101013
0.3840377628803253,0.75,0.5,0.0,0.0,16,50,
,,,,,16,50,0.3596329689025879
0.382874995470047,0.75,0.5,0.0,0.0,17,53,
,,,,,17,53,0.35577890276908875
0.37936151027679443,0.75,0.5,0.0,0.0,18,56,
,,,,,18,56,0.35341760516166687
0.37473660707473755,0.75,0.5,0.0,0.0,19,59,
,,,,,19,59,0.35155823826789856
0.3712424039840698,0.75,0.5,0.0,0.0,20,62,
,,,,,20,62,0.3503684997558594
0.3698344826698303,0.75,0.5,0.0,0.0,21,65,
,,,,,21,65,0.3486629128456116
0.3688192367553711,0.75,0.5,0.0,0.0,22,68,
,,,,,22,68,0.3471651077270508
0.3678050637245178,0.75,0.5,0.0,0.0,23,71,
,,,,,23,71,0.3454916477203369
0.3663365840911865,0.75,0.5,0.0,0.0,24,74,
,,,,,24,74,0.3434961140155792
0.36538439989089966,0.75,0.5,0.0,0.0,25,77,
,,,,,25,77,0.34046486020088196
0.3661636710166931,0.75,0.5,0.0,0.0,26,80,
,,,,,26,80,0.3387983441352844
0.36527615785598755,0.75,0.5,0.0,0.0,27,83,
,,,,,27,83,0.3393649160861969
0.3674020767211914,0.75,0.5,0.0,0.0,28,86,
,,,,,28,86,0.33502209186553955
0.366794228553772,0.75,0.5,0.0,0.0,29,89,
,,,,,29,89,0.3303926885128021
0.36635079979896545,0.75,0.5,0.0,0.0,30,92,
,,,,,30,92,0.32779112458229065
0.36435171961784363,0.75,0.5,0.0,0.0,31,95,
,,,,,31,95,0.3277150094509125
0.36250826716423035,0.75,0.5,0.0,0.0,32,98,
,,,,,32,98,0.3342125117778778
0.3606796860694885,0.75,0.5,0.0,0.0,33,101,
,,,,,33,101,0.3269779086112976
0.36020076274871826,0.75,0.5,0.0,0.0,34,104,
,,,,,34,104,0.3243006467819214
0.3609843850135803,0.75,0.5,0.0,0.0,35,107,
,,,,,35,107,0.31658512353897095
0.3626088500022888,0.75,0.5,0.0,0.0,36,110,
,,,,,36,110,0.31600263714790344
0.3619350492954254,0.75,0.5,0.0,0.0,37,113,
,,,,,37,113,0.31306540966033936
0.3614644408226013,0.75,0.5,0.0,0.0,38,116,
,,,,,38,116,0.3135743737220764
0.35876020789146423,0.75,0.5,0.0,0.0,39,119,
,,,,,39,119,0.3053613603115082
0.358373761177063,0.75,0.5,0.0,0.0,40,122,
,,,,,40,122,0.29784512519836426
0.3563272953033447,0.75,0.5,0.0,0.0,41,125,
,,,,,41,125,0.29647189378738403
0.35540980100631714,0.75,0.5,0.0,0.0,42,128,
,,,,,42,128,0.3173994719982147
0.35512322187423706,0.75,0.5,0.0,0.0,43,131,
,,,,,43,131,0.2834196090698242
0.3603309988975525,0.75,0.5,0.0,0.0,44,134,
,,,,,44,134,0.27436789870262146
0.3615979254245758,0.75,0.5,0.0,0.0,45,137,
,,,,,45,137,0.27970653772354126
0.3581963777542114,0.75,0.5,0.0,0.0,46,140,
,,,,,46,140,0.2698831558227539
0.3538739085197449,0.75,0.5,0.0,0.0,47,143,
,,,,,47,143,0.2702774107456207
0.37338706851005554,0.75,0.5,0.0,0.0,48,146,
,,,,,48,146,0.2647244334220886
0.36545300483703613,0.75,0.5,0.0,0.0,49,149,
,,,,,49,149,0.26358944177627563
0.35469770431518555,0.75,0.5,0.0,0.0,50,152,
,,,,,50,152,0.2558993697166443
0.35074496269226074,0.75,0.5,0.0,0.0,51,155,
,,,,,51,155,0.23023170232772827
0.35274559259414673,0.75,0.5,0.0,0.0,52,158,
,,,,,52,158,0.21194547414779663
0.3726969063282013,0.75,0.5,0.0,0.0,53,161,
,,,,,53,161,0.20392999053001404
0.3665677607059479,0.75,0.5,0.0,0.0,54,164,
,,,,,54,164,0.18426021933555603
0.37342530488967896,0.75,0.5,0.0,0.0,55,167,
,,,,,55,167,0.20134307444095612
0.5198672413825989,0.59375,0.5625,0.3076923191547394,0.5,56,170,
,,,,,56,170,0.17579716444015503
0.34206312894821167,0.75,0.5,0.0,0.0,57,173,
,,,,,57,173,0.16479147970676422
0.39730721712112427,0.75,0.5,0.0,0.0,58,176,
,,,,,58,176,0.15216533839702606
0.37548843026161194,0.75,0.5,0.0,0.0,59,179,
,,,,,59,179,0.16694483160972595
0.39088568091392517,0.75,0.5,0.0,0.0,60,182,
,,,,,60,182,0.11982811987400055
0.36432141065597534,0.78125,0.5625,1.0,0.125,61,185,
,,,,,61,185,0.12962180376052856
0.3490596413612366,0.75,0.5,0.0,0.0,62,188,
,,,,,62,188,0.11641328036785126
0.3796544373035431,0.78125,0.5625,1.0,0.125,63,191,
,,,,,63,191,0.10459765791893005
0.381420761346817,0.75,0.5,0.0,0.0,64,194,
,,,,,64,194,0.07716687023639679
0.3807213008403778,0.75,0.5,0.0,0.0,65,197,
,,,,,65,197,0.07689400762319565
0.36946114897727966,0.75,0.5416666865348816,0.5,0.125,66,200,
,,,,,66,200,0.06865376234054565
0.40922659635543823,0.65625,0.5208333730697632,0.2857142984867096,0.25,67,203,
,,,,,67,203,0.060826610773801804
0.38988596200942993,0.6875,0.5,0.25,0.125,68,206,
,,,,,68,206,0.04905138164758682
0.37459486722946167,0.71875,0.5208333134651184,0.3333333432674408,0.125,69,209,
,,,,,69,209,0.041402339935302734
0.38970744609832764,0.6875,0.5,0.25,0.125,70,212,
,,,,,70,212,0.04605773836374283
0.4328498840332031,0.59375,0.479166716337204,0.2222222238779068,0.25,71,215,
,,,,,71,215,0.04770207777619362
0.38936227560043335,0.71875,0.5208333134651184,0.3333333432674408,0.125,72,218,
,,,,,72,218,0.04258604720234871
0.37995007634162903,0.71875,0.5208333134651184,0.3333333432674408,0.125,73,221,
,,,,,73,221,0.04964534193277359
0.5157009363174438,0.5,0.5,0.25,0.5,74,224,
,,,,,74,224,0.02662697248160839
