val_loss,val_accuracy,val_auroc,val_precision,val_recall,val_balanced_accuracy,epoch,step
0.9033938646316528,0.75,0.5208333134651184,0.75,0.75,0.5,0,1
11.226701736450195,0.75,0.5598958134651184,0.75,0.75,0.5,1,3
0.7098293900489807,0.75,0.5520833134651184,0.75,0.75,0.5,2,5
0.8525856137275696,0.75,0.5625,0.75,0.75,0.5,3,7
0.7904071807861328,0.25,0.3645833730697632,0.25,0.25,0.5,4,9
0.718457043170929,0.25,0.6041666269302368,0.25,0.25,0.5,5,11
0.6910041570663452,0.78125,0.546875,0.78125,0.78125,0.5625,6,13
0.7261511087417603,0.75,0.5364583730697632,0.75,0.75,0.5,7,15
0.7952016592025757,0.25,0.421875,0.25,0.25,0.5,8,17
0.6988566517829895,0.25,0.46875,0.25,0.25,0.5,9,19
0.7015035152435303,0.75,0.5833333730697632,0.75,0.75,0.5,10,21
0.7023218870162964,0.75,0.46875,0.75,0.75,0.5,11,23
0.7002509832382202,0.25,0.4791666865348816,0.25,0.25,0.5,12,25
0.710911750793457,0.25,0.4479166865348816,0.25,0.25,0.5,13,27
0.693408191204071,0.25,0.453125,0.25,0.25,0.5,14,29
0.6959514617919922,0.75,0.453125,0.75,0.75,0.5,15,31
0.6970321536064148,0.75,0.484375,0.75,0.75,0.5,16,33
0.702416181564331,0.75,0.5572916269302368,0.75,0.75,0.5,17,35
0.7070051431655884,0.75,0.6145833134651184,0.75,0.75,0.5,18,37
0.6984896063804626,0.75,0.5729166269302368,0.75,0.75,0.5,19,39
0.6946437954902649,0.75,0.5729166269302368,0.75,0.75,0.5,20,41
0.6940678358078003,0.75,0.4791666865348816,0.75,0.75,0.5,21,43
0.6941518783569336,0.75,0.59375,0.75,0.75,0.5,22,45
0.6947925686836243,0.75,0.609375,0.75,0.75,0.5,23,47
0.6943202614784241,0.75,0.625,0.75,0.75,0.5,24,49
0.6936918497085571,0.75,0.46875,0.75,0.75,0.5,25,51
0.6937741637229919,0.75,0.4791666865348816,0.75,0.75,0.5,26,53
0.6937817335128784,0.75,0.46875,0.75,0.75,0.5,27,55
0.6937077045440674,0.25,0.453125,0.25,0.25,0.5,28,57
0.6935200095176697,0.25,0.46875,0.25,0.25,0.5,29,59
0.6939516067504883,0.75,0.4270833134651184,0.75,0.75,0.5,30,61
0.6950720548629761,0.75,0.4479166865348816,0.75,0.75,0.5,31,63
0.6972333788871765,0.75,0.4791666865348816,0.75,0.75,0.5,32,65
0.6996555328369141,0.75,0.5052083134651184,0.75,0.75,0.5,33,67
0.702369213104248,0.75,0.5208333730697632,0.75,0.75,0.5,34,69
0.7005259990692139,0.75,0.4947916567325592,0.75,0.75,0.5,35,71
0.694714367389679,0.75,0.484375,0.75,0.75,0.5,36,73
0.693276047706604,0.75,0.4895833134651184,0.75,0.75,0.5,37,75
0.6932592988014221,0.25,0.484375,0.25,0.25,0.4583333333333333,38,77
0.6933058500289917,0.28125,0.4791666865348816,0.28125,0.28125,0.5208333333333334,39,79
0.6933301091194153,0.25,0.46875,0.25,0.25,0.4583333333333333,40,81
0.6933674812316895,0.25,0.46875,0.25,0.25,0.4583333333333333,41,83
0.6942075490951538,0.75,0.4322916865348816,0.75,0.75,0.5,42,85
0.7007704973220825,0.75,0.640625,0.75,0.75,0.5,43,87
0.7067885994911194,0.75,0.5052083730697632,0.75,0.75,0.5,44,89
0.7020756006240845,0.75,0.4166666269302368,0.75,0.75,0.5,45,91
0.6953323483467102,0.75,0.4414062201976776,0.75,0.75,0.5,46,93
0.6943672299385071,0.25,0.4427083134651184,0.25,0.25,0.5,47,95
0.6981034874916077,0.25,0.4479166865348816,0.25,0.25,0.5,48,97
0.6999682784080505,0.25,0.4322916865348816,0.25,0.25,0.5,49,99
0.6997857093811035,0.25,0.3854166865348816,0.25,0.25,0.5,50,101
0.6966272592544556,0.25,0.5104166865348816,0.25,0.25,0.5,51,103
0.6947030425071716,0.25,0.5572916269302368,0.25,0.25,0.5,52,105
0.6941093802452087,0.25,0.53125,0.25,0.25,0.5,53,107
0.6928790807723999,0.25,0.6302083134651184,0.25,0.25,0.5,54,109
0.6940491795539856,0.75,0.6614583730697632,0.75,0.75,0.5,55,111
0.6989376544952393,0.75,0.5833333730697632,0.75,0.75,0.5,56,113
0.699379026889801,0.75,0.61328125,0.75,0.75,0.5,57,115
0.695166289806366,0.75,0.59375,0.75,0.75,0.5,58,117
0.694827139377594,0.75,0.5572916865348816,0.75,0.75,0.5,59,119
0.6944707632064819,0.75,0.4895833432674408,0.75,0.75,0.5,60,121
0.6929504871368408,0.25,0.4895833134651184,0.25,0.25,0.4583333333333333,61,123
0.6952139139175415,0.25,0.4010416865348816,0.25,0.25,0.5,62,125
0.6980872750282288,0.25,0.359375,0.25,0.25,0.5,63,127
0.6935532093048096,0.25,0.4322916865348816,0.25,0.25,0.5,64,129
0.6926889419555664,0.75,0.46875,0.75,0.75,0.5,65,131
0.6938768029212952,0.75,0.4791666567325592,0.75,0.75,0.5,66,133
0.6961835622787476,0.75,0.4375,0.75,0.75,0.5,67,135
0.6953243017196655,0.75,0.4270833432674408,0.75,0.75,0.5,68,137
0.6942530870437622,0.25,0.4322916865348816,0.25,0.25,0.4583333333333333,69,139
0.6982696652412415,0.25,0.421875,0.25,0.25,0.5,70,141
0.7000689506530762,0.25,0.4114583134651184,0.25,0.25,0.5,71,143
0.6994597315788269,0.25,0.4166666865348816,0.25,0.25,0.5,72,145
0.6960853338241577,0.25,0.421875,0.25,0.25,0.5,73,147
0.6946039795875549,0.75,0.3958333134651184,0.75,0.75,0.5,74,149
0.6986774802207947,0.75,0.5208333134651184,0.75,0.75,0.5,75,151
0.6983943581581116,0.75,0.4166666269302368,0.75,0.75,0.5,76,153
0.6956244111061096,0.75,0.53125,0.75,0.75,0.5,77,155
0.6935885548591614,0.75,0.5625,0.75,0.75,0.5,78,157
0.6927043795585632,0.25,0.46875,0.25,0.25,0.4583333333333333,79,159
0.6943297386169434,0.28125,0.3958333134651184,0.28125,0.28125,0.5208333333333334,80,161
0.6960520148277283,0.25,0.4114583134651184,0.25,0.25,0.5,81,163
0.6940932273864746,0.28125,0.4010416269302368,0.28125,0.28125,0.5208333333333334,82,165
0.6935927867889404,0.34375,0.4010416865348816,0.34375,0.34375,0.5208333333333334,83,167
0.6945579648017883,0.75,0.40625,0.75,0.75,0.5,84,169
0.6973723769187927,0.75,0.3958333134651184,0.75,0.75,0.5,85,171
0.6970481872558594,0.75,0.3958333134651184,0.75,0.75,0.5,86,173
0.6934508681297302,0.75,0.4947916567325592,0.75,0.75,0.5,87,175
0.6914979219436646,0.75,0.53125,0.75,0.75,0.5,88,177
0.6921215653419495,0.75,0.53125,0.75,0.75,0.5,89,179
0.6953760981559753,0.75,0.5104166269302368,0.75,0.75,0.5,90,181
0.6972206830978394,0.75,0.515625,0.75,0.75,0.5,91,183
0.6965696811676025,0.75,0.5208333730697632,0.75,0.75,0.5,92,185
0.6945030093193054,0.75,0.5052083134651184,0.75,0.75,0.5,93,187
0.6922793388366699,0.28125,0.4895833134651184,0.28125,0.28125,0.5208333333333334,94,189
0.6957783102989197,0.25,0.4791666865348816,0.25,0.25,0.5,95,191
0.6936835646629333,0.25,0.5260416269302368,0.25,0.25,0.5,96,193
0.6950098276138306,0.25,0.5,0.25,0.25,0.5,97,195
0.6968250870704651,0.25,0.4635416567325592,0.25,0.25,0.5,98,197
0.6952596306800842,0.25,0.4583333432674408,0.25,0.25,0.5,99,199
0.6951808929443359,0.71875,0.5052083134651184,0.71875,0.71875,0.4791666666666667,100,201
0.6968297362327576,0.75,0.34375,0.75,0.75,0.5,101,203
0.6965504884719849,0.75,0.3645833134651184,0.75,0.75,0.5,102,205
0.695183277130127,0.75,0.3697916269302368,0.75,0.75,0.5,103,207
0.6940380334854126,0.71875,0.3802083134651184,0.71875,0.71875,0.4791666666666667,104,209
0.6937200427055359,0.25,0.421875,0.25,0.25,0.5,105,211
