val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
0.42725276947021484,0.75,0.5,0.0,0.0,0,8,,,,,
,,,,,0,8,0.4051446318626404,,,,
0.40328335762023926,0.75,0.5,0.0,0.0,1,17,,,,,
,,,,,1,17,0.3837563991546631,,,,
0.3831590414047241,0.75,0.5,0.0,0.0,2,26,,,,,
,,,,,2,26,0.3716152310371399,,,,
0.38007983565330505,0.75,0.5,0.0,0.0,3,35,,,,,
,,,,,3,35,0.36733874678611755,,,,
0.3815686106681824,0.75,0.5,0.0,0.0,4,44,,,,,
,,,,,4,44,0.36329928040504456,,,,
0.3842109441757202,0.75,0.5,0.0,0.0,5,53,,,,,
,,,,,5,53,0.36094802618026733,,,,
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
