val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,test_accuracy,test_auroc,test_precision,test_recall
3.0130980014801025,0.75,0.5,0.0,0.0,0,8,,,,,
,,,,,0,8,0.5994056463241577,,,,
0.3581782281398773,0.75,0.5,0.0,0.0,1,17,,,,,
,,,,,1,17,0.39209863543510437,,,,
0.35529544949531555,0.75,0.5,0.0,0.0,2,26,,,,,
,,,,,2,26,0.3774090111255646,,,,
0.3539688289165497,0.75,0.5,0.0,0.0,3,35,,,,,
,,,,,3,35,0.3701544404029846,,,,
0.3663616478443146,0.75,0.5,0.0,0.0,4,44,,,,,
,,,,,4,44,0.3828849494457245,,,,
0.36263662576675415,0.75,0.5,0.0,0.0,5,53,,,,,
,,,,,5,53,0.38298073410987854,,,,
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
,,,,,6,54,,0.746835470199585,0.5,0.0,0.0
