val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step
0.41081249713897705,0.75,0.7395833134651184,0.0,0.0,0,71
0.3911501467227936,0.75,0.7395833134651184,0.0,0.0,1,143
0.40139347314834595,0.75,0.7395833134651184,0.0,0.0,2,215
0.4107617735862732,0.75,0.7395833134651184,0.0,0.0,3,287
0.386272668838501,0.75,0.7395833134651184,0.0,0.0,4,359
0.3776359558105469,0.75,0.7395833134651184,0.0,0.0,5,431
0.3839043378829956,0.75,0.7395833134651184,0.0,0.0,6,503
0.38346976041793823,0.75,0.7395833134651184,0.0,0.0,7,575
0.382860004901886,0.75,0.7395833134651184,0.0,0.0,8,647
0.39511367678642273,0.75,0.7395833134651184,0.0,0.0,9,719
0.3793806731700897,0.75,0.7395833134651184,0.0,0.0,10,791
0.38137000799179077,0.75,0.7395833134651184,0.0,0.0,11,863
0.38740432262420654,0.75,0.7395833134651184,0.0,0.0,12,935
0.38385453820228577,0.75,0.7447916865348816,0.0,0.0,13,1007
0.3912990987300873,0.75,0.7447916865348816,0.0,0.0,14,1079
0.3807903826236725,0.75,0.75,0.0,0.0,15,1151
0.3809947371482849,0.75,0.7447916865348816,0.0,0.0,16,1223
0.3782106041908264,0.75,0.75,0.0,0.0,17,1295
0.3785659074783325,0.75,0.75,0.0,0.0,18,1367
0.37721115350723267,0.75,0.75,0.0,0.0,19,1439
0.37700459361076355,0.75,0.75,0.0,0.0,20,1511
0.3862447738647461,0.75,0.75,0.0,0.0,21,1583
0.3804510533809662,0.75,0.75,0.0,0.0,22,1655
0.37614649534225464,0.75,0.75,0.0,0.0,23,1727
0.3760194778442383,0.75,0.75,0.0,0.0,24,1799
0.37601062655448914,0.75,0.75,0.0,0.0,25,1871
0.3909614384174347,0.75,0.75,0.0,0.0,26,1943
0.37574273347854614,0.75,0.7447916865348816,0.0,0.0,27,2015
0.3765559792518616,0.75,0.75,0.0,0.0,28,2087
0.37599170207977295,0.75,0.75,0.0,0.0,29,2159
0.37566280364990234,0.75,0.75,0.0,0.0,30,2231
