val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step,train_loss,train_auroc,test_accuracy,test_auroc,test_precision,test_recall
0.42247408628463745,0.75,0.5,0.0,0.0,0,70,,,,,,
,,,,,0,70,0.40137040615081787,0.49570760130882263,,,,
0.4509302079677582,0.6875,0.5,0.25,0.125,1,141,,,,,,
,,,,,1,141,0.3766799569129944,0.5072435140609741,,,,
0.485088050365448,0.59375,0.4375,0.1428571492433548,0.125,2,212,,,,,,
,,,,,2,212,0.38417139649391174,0.5003018379211426,,,,
0.6701438426971436,0.75,0.5,0.0,0.0,3,283,,,,,,
,,,,,3,283,0.3720724582672119,0.5,,,,
0.44488468766212463,0.71875,0.4791666567325592,0.0,0.0,4,354,,,,,,
,,,,,4,354,0.37996798753738403,0.497954398393631,,,,
0.4580833315849304,0.75,0.5,0.0,0.0,5,425,,,,,,
,,,,,5,425,0.37310123443603516,0.5072435140609741,,,,
0.475545734167099,0.71875,0.5208333134651184,0.3333333432674408,0.125,6,496,,,,,,
,,,,,6,496,0.3786463141441345,0.5095908641815186,,,,
0.39766725897789,0.75,0.5,0.0,0.0,7,567,,,,,,
,,,,,7,567,0.38458821177482605,0.5024479627609253,,,,
0.46823257207870483,0.71875,0.5208333134651184,0.3333333432674408,0.125,8,638,,,,,,
,,,,,8,638,0.3721167743206024,0.5120388865470886,,,,
0.37826940417289734,0.75,0.5,0.0,0.0,9,709,,,,,,
,,,,,9,709,0.3842984139919281,0.5,,,,
0.36910009384155273,0.75,0.5,0.0,0.0,10,780,,,,,,
,,,,,10,780,0.37229591608047485,0.4976525604724884,,,,
0.3713270425796509,0.75,0.5,0.0,0.0,11,851,,,,,,
,,,,,11,851,0.3735816180706024,0.4929577112197876,,,,
0.38785168528556824,0.75,0.5,0.0,0.0,12,922,,,,,,
,,,,,12,922,0.3697757422924042,0.5096914768218994,,,,
0.39775019884109497,0.75,0.5,0.0,0.0,13,993,,,,,,
,,,,,13,993,0.36627712845802307,0.5430583357810974,,,,
0.47323375940322876,0.6875,0.5833333730697632,0.375,0.375,14,1064,,,,,,
,,,,,14,1064,0.37186190485954285,0.5239771604537964,,,,
0.4416126310825348,0.75,0.5,0.0,0.0,15,1135,,,,,,
,,,,,15,1135,0.3570064902305603,0.5478537678718567,,,,
0.36908331513404846,0.71875,0.4791666567325592,0.0,0.0,16,1206,,,,,,
,,,,,16,1206,0.35384175181388855,0.5334675312042236,,,,
0.7830456495285034,0.46875,0.6041666269302368,0.30434781312942505,0.875,17,1277,,,,,,
,,,,,17,1277,0.3567217290401459,0.5864185094833374,,,,
0.5269782543182373,0.75,0.5,0.0,0.0,18,1348,,,,,,
,,,,,18,1348,0.34930938482284546,0.5718310475349426,,,,
0.39467906951904297,0.75,0.5416666865348816,0.5,0.125,19,1419,,,,,,
,,,,,19,1419,0.3379940986633301,0.5456070303916931,,,,
0.4875679612159729,0.65625,0.4791666567325592,0.20000000298023224,0.125,20,1490,,,,,,
,,,,,20,1490,0.3481980562210083,0.6099932789802551,,,,
0.4990881681442261,0.71875,0.5208333134651184,0.3333333432674408,0.125,21,1561,,,,,,
,,,,,21,1561,0.31559884548187256,0.6099932789802551,,,,
0.3934701383113861,0.78125,0.5625,1.0,0.125,22,1632,,,,,,
,,,,,22,1632,0.3009670674800873,0.6624413132667542,,,,
0.5245324969291687,0.6875,0.5416666269302368,0.3333333432674408,0.25,23,1703,,,,,,
,,,,,23,1703,0.2974810302257538,0.6384641528129578,,,,
0.49194371700286865,0.75,0.625,0.5,0.375,24,1774,,,,,,
,,,,,24,1774,0.28052112460136414,0.6863179206848145,,,,
0.4428086578845978,0.71875,0.5625,0.4000000059604645,0.25,25,1845,,,,,,
,,,,,25,1845,0.23209914565086365,0.8027498722076416,,,,
0.6319372653961182,0.6875,0.5,0.25,0.125,26,1916,,,,,,
,,,,,26,1916,0.18969818949699402,0.8312206864356995,,,,
0.6010597348213196,0.75,0.5,0.0,0.0,27,1987,,,,,,
,,,,,27,1987,0.17472749948501587,0.8123406767845154,,,,
0.6294092535972595,0.65625,0.4791666567325592,0.20000000298023224,0.125,28,2058,,,,,,
,,,,,28,2058,0.15866993367671967,0.8598926663398743,,,,
0.3532632887363434,0.78125,0.6041666269302368,0.6666666865348816,0.25,29,2129,,,,,,
,,,,,29,2129,0.12352332472801208,0.8835680484771729,,,,
0.6300248503684998,0.5,0.416666716337204,0.1666666716337204,0.25,30,2200,,,,,,
,,,,,30,2200,0.212711900472641,0.7884641289710999,,,,
0.78143709897995,0.75,0.5,0.0,0.0,31,2271,,,,,,
,,,,,31,2271,0.17320600152015686,0.8336686491966248,,,,
0.8095841407775879,0.75,0.5,0.0,0.0,32,2342,,,,,,
,,,,,32,2342,0.0886019915342331,0.9335680603981018,,,,
0.656367301940918,0.75,0.5833333730697632,0.5,0.25,33,2413,,,,,,
,,,,,33,2413,0.0903317928314209,0.8978537917137146,,,,
0.6337718367576599,0.65625,0.6041666865348816,0.3636363744735718,0.5,34,2484,,,,,,
,,,,,34,2484,0.08273021131753922,0.9335680603981018,,,,
0.6995845437049866,0.75,0.5416666865348816,0.5,0.125,35,2555,,,,,,
,,,,,35,2555,0.06793104857206345,0.9429576992988586,,,,
0.8343957662582397,0.71875,0.4791666567325592,0.0,0.0,36,2626,,,,,,
,,,,,36,2626,0.06231694668531418,0.935915470123291,,,,
1.0158337354660034,0.75,0.5,0.0,0.0,37,2697,,,,,,
