val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step
0.4004959464073181,0.75,0.71875,0.0,0.0,0,4
0.38056012988090515,0.75,0.390625,0.0,0.0,1,9
0.4057839810848236,0.75,0.4479166567325592,0.0,0.0,2,14
0.3760536015033722,0.75,0.3385416865348816,0.0,0.0,3,19
0.3740736246109009,0.75,0.3229166865348816,0.0,0.0,4,24
0.3739774227142334,0.75,0.2916666865348816,0.0,0.0,5,29
0.3709753751754761,0.75,0.3020833134651184,0.0,0.0,6,34
0.3700210154056549,0.75,0.3020833134651184,0.0,0.0,7,39
0.3676707148551941,0.75,0.3125,0.0,0.0,8,44
0.36788782477378845,0.75,0.3072916567325592,0.0,0.0,9,49
0.3660251796245575,0.75,0.3177083432674408,0.0,0.0,10,54
0.36586490273475647,0.75,0.3072916567325592,0.0,0.0,11,59
0.36782723665237427,0.75,0.3072916567325592,0.0,0.0,12,64
0.378395140171051,0.75,0.2187500149011612,0.0,0.0,13,69
0.3708094656467438,0.75,0.296875,0.0,0.0,14,74
0.37191981077194214,0.75,0.3177083134651184,0.0,0.0,15,79
