val_loss,val_accuracy,val_auroc,val_precision,val_recall,epoch,step
0.37979790568351746,0.75,0.609375,0.0,0.0,0,35
0.37860172986984253,0.75,0.4739583432674408,0.0,0.0,1,71
0.4545806646347046,0.75,0.6041666269302368,0.0,0.0,2,107
0.3999153971672058,0.75,0.6041666269302368,0.0,0.0,3,143
0.37967604398727417,0.75,0.6458333730697632,0.0,0.0,4,179
0.3755528926849365,0.75,0.6041666269302368,0.0,0.0,5,215
0.37745264172554016,0.75,0.2031250298023224,0.0,0.0,6,251
0.3803148865699768,0.75,0.7083333134651184,0.0,0.0,7,287
0.3760692775249481,0.75,0.8020833134651184,0.0,0.0,8,323
0.3807194232940674,0.75,0.7239583134651184,0.0,0.0,9,359
0.3767348825931549,0.75,0.6510416269302368,0.0,0.0,10,395
0.3746730089187622,0.75,0.5677083134651184,0.0,0.0,11,431
0.3826702833175659,0.75,0.4374999701976776,0.0,0.0,12,467
0.3795747458934784,0.75,0.6145833134651184,0.0,0.0,13,503
0.37750884890556335,0.75,0.7291666865348816,0.0,0.0,14,539
0.38125449419021606,0.75,0.59375,0.0,0.0,15,575
0.38656067848205566,0.75,0.75,0.0,0.0,16,611
0.37631380558013916,0.75,0.453125,0.0,0.0,17,647
0.3778493106365204,0.75,0.796875,0.0,0.0,18,683
0.3758159875869751,0.75,0.6354166865348816,0.0,0.0,19,719
0.4107854962348938,0.75,0.7083332538604736,0.0,0.0,20,755
0.39121687412261963,0.75,0.8281249403953552,0.0,0.0,21,791
0.37784698605537415,0.75,0.6666666269302368,0.0,0.0,22,827
0.3754831552505493,0.75,0.59375,0.0,0.0,23,863
0.37587523460388184,0.75,0.75,0.0,0.0,24,899
0.37541380524635315,0.75,0.65625,0.0,0.0,25,935
0.3823804557323456,0.75,0.71875,0.0,0.0,26,971
0.37551259994506836,0.75,0.7552083730697632,0.0,0.0,27,1007
0.3754655122756958,0.75,0.78125,0.0,0.0,28,1043
0.3768056631088257,0.75,0.5520833134651184,0.0,0.0,29,1079
0.3750818371772766,0.75,0.6145833730697632,0.0,0.0,30,1115
0.3765871524810791,0.75,0.765625,0.0,0.0,31,1151
0.37818199396133423,0.75,0.75,0.0,0.0,32,1187
0.37948229908943176,0.75,0.3072916567325592,0.0,0.0,33,1223
0.3776080906391144,0.75,0.6145833730697632,0.0,0.0,34,1259
0.37474584579467773,0.75,0.375,0.0,0.0,35,1295
0.3752632737159729,0.75,0.3645833432674408,0.0,0.0,36,1331
